device,metric1,metric2,metric3,years
S1F0RSWJ,111660712,12,249324,28
S1F0RSXC,66130280,8,141203,24
S1F0RSZP,103184272,13,245369,28
S1F0RSZZ,121252960,12,194618,30
S1F0RTQV,187797144,10,388954,21
S1F0RV6Z,25236616,7,385271,21
S1F0RVG8,223307640,6,298480,21
S1F0RVVR,222344224,7,180778,18
S1F0S02A,110995064,7,244565,30
S1F0S0NC,74145024,7,193019,25
S1F0S1QK,32339568,7,384650,21
S1F0S2WJ,114335824,14,245315,21
S1F0S30R,152493080,13,236817,25
S1F0S33G,125936416,11,174044,25
S1F0S34C,47867008,13,200684,29
S1F0S34Q,52215080,13,195735,29
S1F0S351,7320304,8,248514,25
S1F0S363,35841888,11,387198,25
S1F0S382,220715552,13,244482,25
S1F0S387,201872280,12,244514,25
S1F0S3A3,72885640,6,191243,19
S1F0S3CR,131694112,7,382323,23
S1F0S3DF,200815296,8,190882,23
S1F0S454,78146904,6,383967,25
S1F0S49E,138968368,8,244899,22
S1F0S4CA,10643528,12,189198,25
S1F0S4EG,44853088,6,238024,25
S1F0S4G4,4021736,7,192396,25
S1F0S4GB,111942136,6,383380,25
S1F0S4MG,204897784,13,241041,23
S1F0S4QZ,60803272,7,331634,19
S1F0S4T6,91453488,9,244883,19
S1F0S4WV,9528848,10,193835,22
S1F0S4Y9,73939168,10,184060,20
S1F0S517,97061976,8,216085,24
S1F0S52H,2975792,12,263368,24
S1F0S537,79578896,8,246988,23
S1F0S561,63040616,13,237580,22
S1F0S57T,112938784,7,244766,22
S1F0S58D,73473352,12,199331,24
S1F0S5B2,66160792,8,298208,24
S1F0S5CE,226782720,9,263349,28
S1F0S5E9,120281688,14,243995,28
S1F0S5F0,47571872,12,243638,28
S1F0S5LP,78921952,8,246257,28
S1F0S5NE,76935136,7,303595,32
S1F0S5SR,191668184,7,211825,32
S1F0S5VX,198598080,8,190810,32
S1F0S5WJ,37209928,8,141568,20
S1F0S5YZ,170406864,9,237000,20
S1F0S613,175589952,9,193505,27
S1F0S62V,43462984,8,385663,20
S1F0S62Z,24347928,11,388823,22
S1F0S63A,61989664,6,222946,21
S1F0S649,120067608,11,245361,21
S1F0S65X,119158024,8,244502,21
S1F0S66R,77563368,13,237283,21
S1F0S68M,224767264,11,200924,25
S1F0S6AB,15137432,14,245002,25
S1F0S6B7,222559040,11,192272,25
S1F0S6EY,167090848,11,263479,29
S1F0S6FZ,105114928,8,244120,29
S1F0S6GZ,97202632,12,245387,29
S1F0S6HH,14138264,8,297678,33
S1F0S6L1,243136848,7,382888,21
S1F0S6VR,193104352,7,236525,21
S1F0S70T,229313552,9,244613,21
S1F0S7B7,143969112,13,302140,22
S1F0S7DN,115818000,8,299242,25
S1F0SAB1,171843232,13,218450,25
S1F0SAB3,174562560,9,190541,32
S1F0SAC1,74603032,6,191688,32
S1F0SBBW,197747632,10,190570,25
S1F0SBCL,243476664,12,190251,26
S1F0SBF5,128781992,6,200376,26
S1F0SBHA,198527240,12,242204,26
S1F0SBJA,200579968,11,242549,28
S1F0SBLG,66611024,7,191935,22
S1F0SBXC,129204800,17,219794,24
S1F0SC17,98485944,12,216947,28
S1F0SCHE,132796832,6,190935,28
S1F0SCPM,47157384,7,196789,28
S1F0SCT6,185687272,16,219685,28
S1F0T1AC,221406896,9,235981,17
S1F0T1BB,73130480,8,302240,21
S1F0T1K8,30873232,7,248955,25
S1F0T22E,138688400,11,380986,29
S1F0T24J,25656280,12,210882,29
S1F0T29K,109781768,7,259071,26
S1F0T2FN,11946376,8,244389,35
S1F0T2LA,183767064,10,248860,39
S1F0TBK9,207621456,13,246889,47
S1F0TCGQ,43999680,8,234943,31
S1F0TD9A,65419168,11,260228,31
S1F0TKSC,92940632,8,383457,16
S1F0TKW7,118154608,12,247650,16
S1F0TMLM,115706704,9,382621,24
S1F0TMRF,217455272,11,247462,22
S1F0TN84,64216536,7,387765,24
S1F0TNAB,109345424,9,381658,18
S1F0TND9,171455360,7,389189,29
S1F0TNNA,142186600,8,387806,23
S1F0TNSA,159928600,11,245385,23
S1F0TNW4,68203768,10,241220,23
S1F0TNYF,73603304,9,380944,27
S1F0TP5E,11909912,10,265224,27
S1F0TP6E,15677952,7,305562,27
S1F0TP75,200140936,10,194393,30
S1F0TP82,218790600,8,240402,30
S1F0TP8F,153649128,12,305527,32
S1F0TPH4,21411032,13,202736,25
S1F0TPJC,137277984,12,248549,25
S1F0TPK1,159532064,11,190011,25
S1F0TPMF,97559392,6,248197,22
S1F0TPS0,121853984,5,386724,23
S1F0TPYB,17930936,8,380544,26
S1F0TQ7S,14152512,7,381883,19
S1F0TQ9G,79513576,10,298167,23
S1F0TQCF,171447208,7,382327,28
S1F0TQCV,182908968,8,295073,32
S1F0TQEJ,34641192,6,381533,27
S1F0TQJ4,113238568,8,242279,19
S1F0TQLY,151382800,8,193450,19
S1F0TQNP,194123384,7,245325,27
S1F0TQP1,104924864,12,262263,27
S1F0TQQ1,21820992,12,257932,25
S1F0TQR9,112803448,11,195554,25
S1F0TQTF,61422880,12,244027,27
S1F0TQTH,142081632,9,381853,27
S1F0VE11,210762608,10,192581,31
S1F0VE35,210298624,8,248240,31
S1F0W45F,19421376,9,397319,35
S1F0WWHD,138603648,7,200170,35
S1F0X4RC,149727416,11,187923,24
S1F0XMNV,233947376,7,25,20
S1F0Y4H6,25544200,5,202286,19
S1F0Y6BM,104013944,8,187650,19
S1F0Y8MA,172225016,8,185970,23
S1F0YX6Z,74365040,8,187372,27
S1F100R5,47492168,7,230257,27
S1F101MC,91658136,10,200669,35
S1F101SP,190696416,8,200386,22
S1F1021H,194298912,11,226577,26
S1F102L8,236135960,6,176474,26
S1F1073Z,23115480,24,235861,26
S1F10AS0,73838912,10,409964,20
S1F10BNL,40113424,14,316823,25
S1F10BRH,159722528,10,200318,25
S1F10D0P,127208912,9,405670,25
S1F10E6M,112747544,7,202433,25
S1F10EBC,44760064,7,199536,32
S1F10FDX,99756880,11,201523,26
S1F10FF0,203667008,8,222386,26
S1F10FFZ,114432656,8,274396,26
S1F10FZB,159593880,16,319336,30
S1F10GDQ,1612368,7,198518,30
S1F10GSG,53908240,9,202279,30
S1F10HH5,154135016,9,399538,22
S1F10JL3,60707312,24,235679,22
S1F10NDB,199161504,8,199927,22
S1F10NM6,224943496,14,321072,29
S1F10P0S,214242600,7,399627,22
S1F10PED,232439608,5,186350,24
S1F10QDG,187623480,5,210904,28
S1F10QG6,143403536,6,201753,18
S1F10QH3,149740648,6,225447,29
S1F10QL8,12858088,6,186937,29
S1F10RKC,205393744,12,230868,29
S1F10RWZ,95153488,11,228633,29
S1F10V1N,71461816,10,402672,33
S1F10VJH,9293976,11,218976,33
S1F10VP8,127465016,25,198866,46
S1F114QM,192882592,9,404013,23
S1F114QR,49958624,9,263232,23
S1F115Z6,221791536,11,237255,23
S1F1162D,157742224,7,223085,27
S1F116H4,61998584,9,201846,27
S1F116J4,87009824,18,319039,27
S1F117PK,152155552,12,198859,19
S1F118JP,81053040,7,186113,19
S1F119X9,84475096,8,273864,19
S1F11A9R,167741688,23,228172,23
S1F11AK8,239242640,11,230098,23
S1F11AXR,239187776,11,202252,23
S1F11B1E,91409880,11,220082,27
S1F11C16,69584696,8,208554,27
S1F11CJC,131557488,13,228275,27
S1F11DBJ,203658936,12,230496,25
S1F11ETS,54999104,11,201388,30
S1F11G2C,95008072,16,314415,30
S1F11GG5,63609656,7,203446,26
S1F11K34,121832624,14,317197,24
S1F11KAY,176848800,5,201558,24
S1F11KQW,196412384,6,201059,23
S1F11L11,38762504,9,406956,24
S1F11MB0,120647592,5,198441,24
S1F11MT9,73269736,6,203233,24
S1F11S2Q,147229048,7,200752,28
S1F11S5B,227613152,11,185903,17
S1F11WEH,161162216,8,203498,26
S1F11XDA,28401464,10,186653,20
S1F11Y4K,12074016,14,307987,25
S1F11YHR,57228736,7,203790,24
S1F121LH,133309720,9,186459,28
S1F122HQ,27962080,11,187190,24
S1F122KD,174148056,8,221887,28
S1F12788,165465040,11,189170,25
S1F12XGM,55012376,8,232491,25
S1F12XJ4,159741680,14,220001,25
S1F12Y53,123842712,8,182071,25
S1F12ZAS,228454736,10,223451,29
S1F12ZQB,19498880,12,234732,27
S1F12ZQN,27583112,7,200504,27
S1F12ZRR,71582792,8,230696,27
S1F12ZSD,132128440,13,219689,31
S1F12ZZ2,133157288,11,230149,31
S1F130GX,142080912,11,228862,16
S1F130JB,95862432,9,186848,18
S1F1318D,17783136,13,89384,22
S1F131F6,193535744,8,209885,38
S1F1327G,130171080,11,283795,42
S1F132A5,188796704,11,227124,42
S1F133YJ,191900960,13,227924,26
S1F13432,191427400,8,212152,30
S1F134QM,201243496,12,229803,23
S1F13589,171797704,16,311224,23
S1F1358N,75385064,24,226580,27
S1F1359T,219390352,9,405180,
S1F135BR,37758432,16,318105,
S1F135CE,174920064,11,402186,27
S1F135D3,111619928,12,229326,35
S1F135DG,162499744,11,198703,23
S1F135DN,172550056,10,405145,23
S1F135F0,201294552,9,239023,23
S1F135F2,120569576,7,198647,27
S1F135F3,212004272,14,318330,27
S1F135GA,73358216,8,186258,27
S1F135QH,158521936,13,405280,27
S1F135SZ,69894912,9,209745,19
S1F135TN,181346408,14,308398,19
S1F135WP,107066800,11,188440,23
S1F1360P,77297784,13,229599,23
S1F1360W,222350896,10,397429,23
S1F13619,219953272,9,184734,23
S1F13635,87112664,24,236372,27
S1F1364P,145891416,12,220154,27
S1F1365W,106646144,11,186773,27
S1F1368E,216173712,9,400497,31
S1F13699,192967256,7,199996,31
S1F136A5,147764384,12,187125,31
S1F136BS,135060632,9,201674,18
S1F136FG,31379632,12,224363,18
S1F136J0,6051808,16,313710,18
S1F136JY,134522144,9,275664,22
S1F136KG,82183048,11,235268,22
S1F136KJ,197174584,11,195139,22
S1F13B32,217876424,24,227134,24
S1F13BQX,226865184,9,283600,22
S1F13BTN,230657168,7,203839,22
S1F13CBB,87990920,24,227099,22
S1F13CMG,30045744,8,192698,22
S1F13GPY,182042384,16,309269,22
S1F13H80,106195912,9,200555,19
S1F13HPP,127259368,10,200579,19
S1F13HPR,68943680,8,185050,22
S1F13HWA,187376568,13,227759,22
S1F13JW4,191234176,8,180036,22
S1F13K7S,55165192,9,199723,22
S1F13K8E,225021024,12,199894,24
S1F13KBJ,233442408,12,230717,24
S1F13KBZ,163616048,11,200244,27
S1F13KC2,170991560,10,400983,26
S1F13KF6,244127840,9,201689,21
S1F13KG3,10927600,12,231401,29
S1F13KNV,145089912,9,202619,23
S1F13KZK,216956176,10,373317,27
S1F13M9A,78533640,25,228054,32
S1F13MAM,190191680,8,222635,32
W1F00CL9,85860224,16,290565,24
W1F034ZE,206613368,7,388997,23
W1F03CRZ,136918040,9,394987,25
W1F03D4L,113382496,14,321216,25
W1F03DP4,119429072,14,316310,25
W1F03E8C,197713744,9,403783,25
W1F03Y44,136434784,4,359997,29
W1F05X69,16383136,2,196684,29
W1F06QVP,153460680,8,302009,29
W1F06RAW,84436624,2,465170,29
W1F07EWB,100849552,16,202035,33
W1F08B0G,150279880,13,246820,33
W1F08EDA,112660592,25,555587,28
W1F08J1G,192458576,7,411357,20
W1F08KX5,63930760,7,392494,24
W1F08KZW,217102480,4,379505,28
W1F08PYR,206917584,10,391891,28
W1F08RHG,231173352,25,664245,28
W1F095DW,3210144,7,399299,32
W1F097FV,80844264,6,374013,23
W1F09H4J,217931280,7,403661,17
W1F09HBX,160449392,7,384127,17
W1F09WLS,231572784,4,358515,17
W1F0A27Q,28873104,7,394231,19
W1F0AQ9Q,225349048,3,400724,19
W1F0AQDE,138020968,7,391792,35
W1F0AQGD,23492200,7,400512,25
W1F0BJ6E,219310488,4,324956,25
W1F0DXT8,223947248,5,317827,25
W1F0ED5X,43210032,4,339765,29
W1F0F65G,80315736,9,219479,29
W1F0F6BN,132121976,12,226495,29
W1F0FEH7,110573880,9,201782,29
W1F0FKWW,169926720,13,190613,33
W1F0FML1,150853600,10,218564,33
W1F0FW0S,221631200,64,187013,33
W1F0FY92,66098968,12,199765,33
W1F0FYLJ,170449648,98,221000,15
W1F0FZPA,120312616,12,198230,21
W1F0G0NT,139065456,5,193394,20
W1F0G99N,227006216,22,194765,22
W1F0G9T7,6582768,10,201817,26
W1F0GCAZ,188573328,9,200033,21
W1F0GPGR,232810976,21,168788,21
W1F0H973,162189976,58,221499,21
W1F0H9RN,46687488,5,207414,21
W1F0HJWZ,41899424,63,220573,25
W1F0HNC5,75492864,59,220602,25
W1F0HPZK,26966216,7,283143,25
W1F0HR3T,24350944,22,194653,25
W1F0HSKB,865400,16,201548,25
W1F0HT26,3661360,35,245681,29
W1F0HTQ2,185669232,13,284216,24
W1F0HYT8,167544136,15,190680,27
W1F0J7W7,125690992,95,225562,23
W1F0J9KM,76841472,9,257439,23
W1F0JA75,33286920,9,200926,23
W1F0JA9T,142120376,8,191127,26
W1F0JAZB,96979024,6,205771,23
W1F0JAZC,32045928,9,281498,28
W1F0JEB8,87954816,10,285935,20
W1F0JH87,11060512,8,201553,23
W1F0JHRJ,216847704,11,288436,23
W1F0JXDL,8791896,7,199406,23
W1F0JY02,64878248,5,197165,23
W1F0K9C1,145979392,11,287261,27
W1F0KAX2,58288984,7,279451,21
W1F0KCN8,179536832,6,295207,21
W1F0KCP2,109657672,6,282211,21
W1F0KCR5,77085816,8,190855,25
W1F0KCZ0,166558728,6,207744,25
W1F0KD20,149044024,17,217828,24
W1F0KD2K,35993056,6,206368,23
W1F0KD36,185542456,11,190197,23
W1F0KD3Y,171878880,11,451053,27
W1F0KD47,147153200,6,201682,27
W1F0KDDQ,147583736,7,206858,31
W1F0KG97,27589448,68,224747,31
W1F0KHHQ,160653144,11,286565,26
W1F0KJMC,117154208,7,207430,26
W1F0KRWP,42550320,7,291625,28
W1F0L2LC,206900912,29,249378,32
W1F0L2Q7,123195848,61,218388,26
W1F0L66L,111436584,6,172167,30
W1F0L6ZS,227084760,32,247520,24
W1F0LBD3,153206576,5,189387,24
W1F0LS71,137138776,8,281407,30
W1F0LSFS,200384304,6,193907,32
W1F0LYBN,140230352,6,207425,28
W1F0LYY0,80068416,5,234781,26
W1F0LZFB,74352128,9,189668,22
W1F0LZJX,30103976,13,445880,26
W1F0M02P,85227968,9,451838,29
W1F0M330,95076936,11,452125,29
W1F0M35B,21500120,7,243193,25
W1F0M46R,227829336,14,288620,29
W1F0M492,44568088,8,191176,19
W1F0M4BZ,91094456,8,295824,22
W1F0M6Y0,43017720,4,448908,22
W1F0MNDQ,150196152,6,190439,22
W1F0MW4S,10385656,8,185384,25
W1F0MZRT,232344872,11,248753,21
W1F0N0DC,213933512,16,219961,25
W1F0N84F,142729816,5,250110,25
W1F0NB60,212148240,11,191880,22
W1F0NBYN,110460944,6,186109,29
W1F0NF1S,198301880,11,281512,29
W1F0NNAH,70620032,10,129963,21
W1F0NZSK,47819840,35,248667,22
W1F0NZZZ,46315080,33,250521,26
W1F0P114,84034728,35,249831,31
W1F0P133,107575608,37,217435,30
W1F0P24E,29595776,33,217404,34
W1F0P2M4,22459896,20,194277,29
W1F0P2TN,51830872,12,285264,27
W1F0P33Z,194519304,14,193961,27
W1F0P37T,54969832,35,247995,27
W1F0P3FR,186659104,12,273188,20
W1F0P41T,1861616,32,249292,24
W1F0P49T,131777568,10,283254,24
W1F0P6E1,153575568,36,247592,24
W1F0PAXH,68073800,14,303588,24
W1F0PNA5,211326211,30,224801,20
W1F0Q8FH,227434456,40,219446,26
W1F0QE96,109788856,5,216782,26
W1F0QKJP,138222600,6,172697,30
W1F0QTJM,204917200,8,194899,30
W1F0R731,232217552,31,248653,26
W1F0R8W2,103255488,12,285754,26
W1F0RN8N,124947904,14,195653,26
W1F0RXV0,13545296,20,195571,26
W1F0S9SP,122438008,36,248712,30
W1F0SCL1,236077264,6,281119,27
W1F0SFJJ,31588336,10,185946,18
W1F0SGHR,187299472,35,251782,18
W1F0SJJ2,183148728,9,202139,22
W1F0SJNS,111987600,30,250742,22
W1F0SNW3,170670840,11,287480,14
W1F0SRG1,141810696,32,251000,18
W1F0SRNZ,41991968,13,202217,18
W1F0SVA7,150341408,14,194801,22
W1F0SWST,161778160,13,219248,22
W1F0SWXK,219229864,17,220539,18
W1F0T034,99929912,10,287893,22
W1F0T074,57028696,33,241617,23
W1F0T0B1,208252496,7,202448,22
W1F0T13Q,113535928,30,248802,23
W1F0T371,13298264,8,289363,24
W1F0T3AJ,59561296,9,289171,21
W1F0T3H5,230618968,7,192870,25
W1F0T3LK,103451040,30,250980,29
W1F0T474,173986976,11,299302,19
W1F0T960,206411080,37,252130,26
W1F0TA59,39640216,36,247715,30
W1F0TAEP,209131816,33,248514,30
W1F0TATM,158279392,31,205391,19
W1F0TCG0,159382392,13,243626,19
W1F0TGSS,115435800,12,282612,21
W1F0THAD,183293672,5,234501,21
W1F0THPN,19575296,21,193837,21
W1F0TJ66,36039360,90,221374,25
W1F0TK8P,158743472,9,197232,25
W1F0TQEE,156380496,7,263763,28
W1F0TXKY,229984272,10,192125,28
W1F0TYQ9,42668296,7,237888,28
W1F0V8CY,243801808,19,202572,26
W1F0VA0G,14104272,12,289191,30
W1F0VAS7,53989240,4,286474,24
W1F0VC83,61237688,9,285667,24
W1F0VDH2,221916392,35,248034,24
W1F0VDS7,193795008,15,196769,24
W1F0VF0M,36779880,13,202762,28
W1F0VFRE,19416752,12,287521,28
W1F0VJT2,201056536,12,190838,28
W1F0VJXT,216678040,12,189947,28
W1F0VKTT,135329176,9,186171,32
W1F0VKVH,93915304,10,187787,32
W1F0VL4Q,126557440,7,218361,32
W1F0VL6W,186724704,7,215563,32
W1F0VL7M,2662480,12,243636,32
W1F0VL9X,119277144,7,194209,32
W1F0VNT7,118772552,14,318547,24
W1F0VVMM,65667400,11,192031,26
W1F0VZF4,103771656,8,193496,22
W1F0VZFH,82917416,10,361249,22
W1F0W0RV,88993768,8,166682,22
W1F0W1R9,113113216,8,305064,26
W1F0W220,175124176,13,237409,26
W1F0W2BX,212340600,3,202343,26
W1F0W2DH,82262280,6,384671,26
W1F0W3GE,136672688,8,240747,26
W1F0W5AQ,153756664,13,185984,30
W1F0W5XL,59775584,6,216812,30
W1F0W63P,125276392,6,217778,30
W1F0W685,225258952,10,201579,30
W1F0W6QD,157723160,7,194188,30
W1F0W8BD,154833432,12,186506,27
W1F0W9SR,157254248,12,245819,27
W1F0WBTM,129292016,12,238810,29
W1F0WJFT,22907208,9,217819,29
W1F0WJHE,46961904,13,186373,29
W1F0WK71,75841640,6,242620,33
W1F0WKE1,188205264,8,298178,28
W1F0WKLP,205297784,6,196564,28
W1F0WKMJ,161454760,6,241664,17
W1F0WLZP,220005672,12,245261,24
W1F0WMPM,175158048,6,194794,27
W1F0WN8P,84344848,7,191519,16
W1F0WRX5,209661872,10,219605,22
W1F0WW7E,161467096,13,190342,22
W1F0WZ0P,4427560,11,198657,21
W1F0X3H8,222427368,6,246095,21
W1F0X3MJ,206457352,11,214881,21
W1F0X3PH,234528232,7,190223,21
W1F0X3PR,4597400,6,222663,21
W1F0X3ZX,121233488,6,221673,25
W1F0X44B,140065232,8,202212,25
W1F0X47B,155673032,9,197460,25
W1F0X47W,212084368,12,221535,25
W1F0X4AK,4795152,6,200028,29
W1F0X4CX,232093904,13,188573,29
W1F0X4F6,167936208,12,222969,29
W1F0X4FC,60479600,7,220690,29
W1F0X4TS,14277200,11,135966,33
W1F0X4VZ,103626560,13,244150,33
W1F0X4ZX,210638752,13,297628,33
W1F0X5GW,219704496,8,243940,33
W1F0X5HV,73914744,15,217565,37
W1F0X5J5,79070416,5,191336,37
W1F0X5JF,6769624,6,199318,37
W1F0X5JV,13918696,7,186976,37
W1F0X5KA,236713960,13,218911,23
W1F0X5KT,67371384,11,190842,19
W1F0X5KX,142242808,8,166278,23
W1F0X5L3,69321224,6,385764,21
W1F0X5L8,4194904,11,222789,21
W1F0X5N2,13966600,5,190964,25
W1F0X5TL,21420120,12,216169,29
W1F0X5VA,233591696,16,218284,27
W1F0X60T,129057248,9,218765,31
W1F0X6CF,208179224,6,243231,24
W1F0X6HZ,102926528,10,190662,28
W1F0X6KZ,175884560,9,196804,30
W1F0X6SQ,32766312,11,217619,30
W1F0X6TM,210761408,7,198541,21
W1F0X6V0,198945960,11,214705,21
W1F0X6VJ,163287592,7,218317,31
W1F0X70N,206492696,13,186288,19
W1F0X711,126721424,15,217590,19
W1F0X7P2,54648768,13,218379,23
W1F0X7PR,220507288,9,191343,27
W1F0X7QX,185903592,12,219079,24
W1F0XKWR,113510400,7,30,25
W1F0Y13C,111906944,4,185772,43
W1F0Y2PY,138003832,5,182050,30
W1F0YJ6K,233927840,7,30,19
W1F0YKBQ,45584360,8,24,19
W1F0YKEW,82594536,23,45,23
W1F0Z1W9,2903480,12,217290,23
W1F0Z2JE,182323576,12,263902,23
W1F0Z3FW,191693096,8,210502,27
W1F0Z3G1,185480728,14,236610,27
W1F0Z3KR,18635296,7,119375,27
W1F0Z491,175273128,7,383675,22
W1F0Z4AY,129264184,7,187008,20
W1F0Z4CF,69962496,9,386234,20
W1F0Z4EA,161448016,6,246340,20
W1F0Z4SP,186213200,8,192925,21
W1F0Z4W7,35041056,10,388409,23
W1F0Z4X0,199346304,7,375195,23
W1F0Z4X2,65137208,8,296413,23
W1F0Z569,17355904,8,242824,23
W1F0Z56F,197867896,10,387940,27
W1F0Z588,196963416,6,236785,27
W1F0Z5T8,195468192,9,235927,27
W1F0Z62G,235311232,9,193237,27
W1F0ZDTJ,219640648,7,199543,26
W1F0ZG5V,17186296,8,384607,19
W1F0ZJK8,237834488,8,186676,19
W1F0ZK0H,130571344,8,188995,19
W1F0ZVD8,80658360,14,315179,19
W1F10Y8K,236658024,9,188117,23
W1F111C6,75257288,10,405743,23
W1F111N7,135657616,8,187203,23
W1F111Q7,149335248,12,404153,23
W1F11CR1,5570112,9,406362,25
W1F11FCC,210694536,6,285037,25
W1F11JQW,95293232,9,404534,25
W1F11ZG9,213418352,2,321480,25
W1F1230J,187043960,14,309041,21
W1F12JLS,79366536,16,316211,21
W1F12JRF,240233184,6,200799,25
W1F12KWT,93391432,6,198266,25
W1F1335J,110512592,9,284291,21
W1F133A0,98903328,10,201620,21
W1F1354W,128281352,8,209078,22
W1F13B09,24238704,8,408141,22
W1F13SJ7,52803632,10,29,25
W1F13SRV,166829392,7,25687,27
W1F14FS4,25241504,5,224199,16
W1F14GTK,128587824,20,316604,16
W1F14GWF,119934576,7,285180,20
W1F14H94,157867352,23,227137,32
W1F14HAQ,97067160,9,407073,23
W1F14N6K,101714360,14,321256,23
W1F14NBM,233291192,14,219676,27
W1F14NE5,39148792,9,356032,27
W1F14XGD,5281784,12,202392,19
W1F14XK6,120921712,10,404926,19
W1F15NRT,44620816,9,407092,20
W1F15P5S,61921976,8,186646,24
W1F15S4D,113432848,6,97139,17
W1F16RA7,3271248,11,186906,27
W1F17D9Z,193840536,10,189053,27
W1F17DKS,35795416,11,198473,27
W1F17E35,129407944,10,202009,27
W1F17GR6,188663056,12,132012,27
W1F17RLV,38897472,9,201721,27
W1F181WP,195799560,24,46,27
W1F18TKX,183764936,11,187383,31
W1F18YT8,116718896,12,227808,31
W1F19BPT,70268288,23,45,28
W1F19J5Q,174200624,8,230225,28
W1F19LPJ,35886184,12,230374,30
W1F1A4H9,91080040,5,18,30
W1F1AN6A,114950272,11,39,34
W1F1AQ6G,95225312,5,12,34
W1F1ARYY,139979040,8,263916,23
W1F1B0KF,212900768,10,2050,23
W1F1BAE6,18129720,9,21,27
W1F1BFHS,11424192,7,25,27
W1F1BFMS,240625888,13,42,27
W1F1BFP5,161827616,8,139874,31
W1F1BFRJ,209719488,13,42,31
W1F1BFZT,111169248,10,29,31
W1F1BG0P,176111584,9,27,31
W1F1BG4H,38413920,11,35,15
W1F1BGAB,144837632,8,26,15
W1F1BQNS,234830720,9,283607,27
W1F1BQTN,51754312,9,200452,27
W1F1BRM3,38589872,9,221809,31
W1F1BS0H,105317872,14,268535,31
W1F1BS9T,25850752,12,230724,23
W1F1BTB2,210489408,16,319306,20
W1F1BW8W,46199232,12,230151,20
W1F1BZTM,162093320,13,42,20
W1F1C0R9,111621568,11,202893,20
W1F1C51R,129448992,10,410685,22
W1F1C9HM,27898160,7,25,22
W1F1C9TE,233441744,10,7489,22
W1F1C9WG,108276320,13,42,26
W1F1CA72,56068120,8,26,26
W1F1CAKS,35104672,8,24,26
W1F1CB5E,184942448,9,25,30
W1F1CCGF,13322696,10,29,30
W1F1CDDP,19840848,8,190301,30
W1F1CDRE,444224,7,19,20
W1F1CHY9,100968704,20,277007,24
W1F1CHZK,224918288,8,263457,19
W1F1CJ1K,121529728,9,199656,19
W1F1CJ27,50156320,12,228019,23
W1F1CJ3G,3860160,8,211640,23
W1F1CJKT,233417264,8,262891,23
W1F1CJXM,103844136,7,197710,16
W1F1CK1V,54729688,13,229173,32
W1F1CK5G,191098056,11,201948,32
W1F1CKB5,232320856,9,199469,36
W1F1CKJZ,88894976,9,187875,27
W1F1CKKW,114972112,16,307442,26
W1F1CKSX,176514672,9,284845,21
W1F1CKXZ,187324056,12,219641,21
W1F1CL1K,204079120,17,322981,23
W1F1CL8Q,37757960,11,229873,26
W1F1CLBY,24686720,9,185520,23
W1F1CLED,185278840,9,405449,23
W1F1CLH3,105273216,9,201663,23
W1F1CLJG,25776224,8,229661,23
W1F1CLNF,60418872,11,236801,20
W1F1CM57,195010048,5,18,20
W1F1CM7H,149460776,12,40,20
W1F1CM93,218024248,12,40,20
W1F1CMCY,228486792,5,19156,20
W1F1CMFD,195193208,5,18,28
W1F1CMG4,172726960,5,18,28
W1F1CMJW,44762896,5,19,28
W1F1CMVG,191986312,10,28,24
W1F1CMVW,128176456,13,42,24
W1F1CNV3,62389712,9,27,24
W1F1CZLY,83442152,11,200797,28
W1F1D899,38961688,7,197300,28
W1F1D8GZ,133820552,10,406553,28
W1F1D93M,7672312,7,197720,32
W1F1D99S,141367448,9,187509,32
W1F1DA55,70163072,13,42,32
W1F1DABR,143923760,10,27,30
W1F1DN0Y,76808472,24,228350,21
W1F1DN3S,126292824,11,202292,21
W1F1DNYH,72823928,11,199904,21
W1F1DPSA,55839680,11,35,21
W1F1DQ6A,165807392,5,18,25
W1F1DQJD,126836280,4,8,25
W1F1DQN8,110103800,10,27,25
W1F1DQQT,231682840,9,27,25
W1F1DQR9,120801632,8,26,29
W1F1DX8D,179859560,25,237114,29
W1F1FHEK,69213040,13,42,29
W1F1FZ8B,124295600,11,34,29
W1F1GLFN,1482552,5,218702,33
W1F1GMWX,77894736,6,23,33
W1F1MRP9,210909184,6,211378,33
W1F1MTM2,142186336,6,263515,33
W1F1N4CT,58157024,8,285458,38
W1F1N6V6,122583912,6,224385,18
W1F1NS0C,93782080,6,223307,22
W1F1NSHB,106087960,7,275240,18
W1F1NTWG,158372704,8,261181,20
W1F1Q5EF,116226984,4,153052,24
W1F1ZVME,133661784,37,275369,28
Z1F02KDL,30083256,7,263242,23
Z1F02MRX,27763912,5,212024,27
Z1F02NBQ,114630136,5,215773,26
Z1F04CA7,97045496,5,190330,26
Z1F04GCH,173433216,13,287375,14
Z1F06WA0,186812152,9,380405,18
Z1F0AHAT,78399528,8,241456,28
Z1F0AM4J,193706976,4,309138,30
Z1F0B4XZ,217924000,10,261130,30
Z1F0BA45,149233352,8,379456,30
Z1F0BF9X,42705240,12,197041,15
Z1F0CBSH,13637336,5,315954,19
Z1F0CRT8,74640880,10,284315,19
Z1F0D8DV,106570392,5,401445,19
Z1F0DZAQ,75774064,18,202514,19
Z1F0E1CS,18808560,10,287295,19
Z1F0E2J2,168700056,13,195843,23
Z1F0E74T,232078600,5,187220,23
Z1F0EWVK,226885464,36,272263,23
